What,Dirty File,,,,
LIN-PNT-01-6,PRD-FLG-880-6,6/5/2024,2370,2242,130
LIN-CNC-01-3,PRD-FLG-880-3,3/21/2024,2262,2141,2
LIN-WLD-01-3,PRD-CHS-010-3,1/1/2025,795,778,2 min
LIN-EDR-01-6,PRD-STA-320-6,7/2/2025,1624,1425,99
LIN-PRS-01-4,PRD-BRK-220-4,1/20/2025,3499,3489,32 min
LIN-WLD-02-7,PRD-CHS-010-7,5/8/2024,1297,1261,152 mins
LIN-PRS-01-3,PRD-BRK-220-3,6/17/2024,3143,2905,19
LIN-EDR-01-9,PRD-STA-320-9,4/18/2024,1176,1100,11 min
LIN-PNT-01,PRD-FLG-880,12/20/2024,3012,2972,5
LIN-PRS-01-8,PRD-BRK-220-8,9/5/2024,3606,3139,3.5 hrs
LIN-WLD-02-9,PRD-PLT-005-9,2/1/2025,369,349,40 min
LIN-PRS-01,PRD-BRK-220,4/7/2026,2699,2657,27
LIN-WLD-02-3,PRD-CHS-010-3,5/21/2024,1209,1197,-
LIN-CNC-02-3,PRD-BRK-220-3,12/11/2024,2492,2281,8
LIN-EDR-02-6,PRD-MOT-500-6,4/8/2024,1231,1217,117
LIN-PRS-01-8,PRD-PLT-005-8,5/5/2026,3573,3528,10 min
LIN-WLD-02-9,PRD-PLT-005-9,6/29/2025,350,339,2.9 hrs
LIN-CNC-01-8,PRD-FLG-880-8,1/11/2024,1545,1490,1.3 hrs
LIN-WLD-02-5,PRD-CHS-010-5,1/15/2026,1356,1313,103
LIN-EDR-01-5,PRD-STA-320-5,5/19/2026,1254,1248,18 min
LIN-WLD-02-7,PRD-CHS-010-7,1/20/2025,1263,1231,176 mins
LIN-EDR-01-7,PRD-STA-320-7,11/5/2025,1422,1405,60
LIN-CNC-01-3,PRD-VAL-101-3,12/12/2024,2267,2195,51 min
LIN-PRS-01,PRD-BRK-220,3/25/2024,3272,3204,80
LIN-CNC-01-2,PRD-FLG-880-2,3/31/2025,2281,2211,17 min
LIN-CNC-02-7,PRD-FLG-880-7,1/22/2025,1605,1567,98 mins
LIN-PRS-01-9,PRD-PLT-005-9,3/1/2024,2855,2766,41 min
LIN-WLD-02-7,PRD-PLT-005-7,10/18/2024,1120,1079,160
LIN-EDR-01-10,PRD-STA-320-10,10/10/2025,899,873,52
LIN-CNC-01-10,PRD-VAL-101-10,1/26/2024,2499,2290,3.3 hrs
LIN-EDR-02-9,PRD-MOT-500-9,4/15/2025,1727,1690,36 min
LIN-PNT-01-5,PRD-HSG-450-5,4/24/2024,2659,2609,4 min
LIN-WLD-02-3,PRD-PLT-005-3,5/9/2025,1107,1092,8
LIN-CNC-01-5,PRD-VAL-101-5,2/26/2025,1996,1951,104 mins
LIN-CNC-01-5,PRD-FLG-880-5,2/21/2024,1830,1668,4 min
LIN-CNC-01-2,PRD-FLG-880-2,5/22/2026,1853,1786,2.4 hrs
LIN-CNC-02-10,PRD-BRK-220-10,2/27/2024,1669,1564,87
LIN-EDR-01-6,PRD-STA-320-6,4/8/2025,1073,1028,27
LIN-EDR-02-9,PRD-MOT-500-9,10/24/2024,1368,1304,48
LIN-WLD-01-8,PRD-CHS-010-8,10/24/2025,752,734,13
LIN-EDR-02-6,PRD-MOT-500-6,4/2/2025,1030,983,15
LIN-CNC-02,PRD-BRK-220,5/16/2025,2452,2323,40
LIN-WLD-01-4,PRD-CHS-010-4,6/24/2026,784,722,59
LIN-PNT-01,PRD-HSG-450,6/29/2024,939,929,5.5 hrs
LIN-PRS-01-4,PRD-PLT-005-4,9/11/2025,3079,2941,35
LIN-WLD-02,PRD-CHS-010,6/25/2026,819,793,188 mins
LIN-WLD-02-10,PRD-PLT-005-10,9/23/2024,904,890,9 min
LIN-EDR-02-9,PRD-MOT-500-9,7/29/2025,1296,1244,94 mins
LIN-PRS-01-2,PRD-BRK-220-2,3/18/2026,2445,2363,128
LIN-EDR-02-2,PRD-MOT-500-2,4/26/2024,1067,1043,14 min
LIN-CNC-02-9,PRD-FLG-880-9,5/18/2026,2832,2765,95
LIN-WLD-02,PRD-PLT-005,3/5/2025,1032,995,2
LIN-PNT-01-3,PRD-FLG-880-3,2/13/2025,3094,3043,34
LIN-PNT-01,PRD-HSG-450,5/21/2026,3144,3015,58
LIN-PNT-01,PRD-HSG-450,2/4/2024,747,703,37
LIN-PNT-01-4,PRD-HSG-450-4,10/26/2024,1086,1063,33
LIN-CNC-02-9,PRD-FLG-880-9,10/27/2025,2059,2029,6
LIN-CNC-02-8,PRD-FLG-880-8,1/31/2024,2736,2683,1.9 hrs
LIN-PNT-01-2,PRD-HSG-450-2,1/30/2025,2504,2391,24
LIN-EDR-02-10,PRD-MOT-500-10,11/14/2024,1538,1511,45
LIN-EDR-01-6,PRD-STA-320-6,5/19/2025,1089,1049,134 mins
LIN-PRS-01-3,PRD-PLT-005-3,3/20/2025,2396,2371,45
LIN-PNT-01-8,PRD-FLG-880-8,12/12/2025,2237,2164,78
LIN-CNC-02,PRD-FLG-880,5/24/2024,2318,2219,122
LIN-EDR-01-3,PRD-STA-320-3,4/23/2025,1180,1153,33
LIN-CNC-02-4,PRD-BRK-220-4,4/22/2026,2389,2277,86 mins
LIN-WLD-02-7,PRD-CHS-010-7,1/14/2025,1096,1043,2.3 hrs
LIN-PNT-01-10,PRD-FLG-880-10,2/23/2026,2337,2233,1.5 hrs
LIN-CNC-01-9,PRD-VAL-101-9,3/19/2026,1748,1722,43 min
LIN-WLD-02-9,PRD-PLT-005-9,12/29/2025,1008,974,49 min
LIN-PRS-01-10,PRD-PLT-005-10,9/27/2024,2684,2557,12
LIN-PNT-01-4,PRD-FLG-880-4,2/20/2025,2928,2895,1.3 hrs
LIN-PNT-01,PRD-HSG-450,4/23/2025,1912,1843,2.4 hrs
LIN-WLD-02-10,PRD-CHS-010-10,8/8/2024,1018,995,29 min
LIN-EDR-01-8,PRD-STA-320-8,6/30/2025,1300,1248,21
LIN-CNC-02-2,PRD-BRK-220-2,9/4/2024,1952,1941,36 min
LIN-CNC-01-3,PRD-VAL-101-3,10/11/2025,369,360,11 min
LIN-CNC-02-6,PRD-FLG-880-6,12/3/2024,2758,2635,39 min
LIN-EDR-01-7,PRD-STA-320-7,4/18/2025,1262,1158,14
LIN-WLD-02-3,PRD-PLT-005-3,3/30/2025,248,244,24
LIN-CNC-01-3,PRD-VAL-101-3,1/14/2026,1959,1948,22 min
LIN-PNT-01-5,PRD-HSG-450-5,12/16/2024,2932,2884,26
LIN-CNC-02-3,PRD-BRK-220-3,8/23/2024,2285,2175,228
LIN-PRS-01-6,PRD-BRK-220-6,10/26/2024,779,750,2.1 hrs
LIN-EDR-02-3,PRD-MOT-500-3,6/24/2024,1034,1010,47 min
LIN-CNC-02-10,PRD-BRK-220-10,7/16/2025,1682,1668,16 min
LIN-WLD-01-5,PRD-CHS-010-5,11/14/2025,1070,1037,2 min
LIN-CNC-02-7,PRD-FLG-880-7,6/8/2026,2527,2453,11 min
LIN-CNC-01-5,PRD-FLG-880-5,1/22/2025,2402,2296,36 min
LIN-PNT-01-8,PRD-HSG-450-8,2/18/2025,2926,2883,7
LIN-CNC-02-2,PRD-FLG-880-2,7/24/2024,1750,1704,39 min
LIN-CNC-02,PRD-FLG-880,12/8/2025,2310,2299,26
LIN-EDR-01-9,PRD-STA-320-9,12/19/2025,1031,988,45 min
LIN-EDR-02-4,PRD-MOT-500-4,12/24/2024,1102,1084,75 mins
LIN-CNC-01-4,PRD-VAL-101-4,8/29/2024,1847,1654,29 min
LIN-CNC-01-2,PRD-VAL-101-2,10/14/2025,2129,2067,40 min
LIN-EDR-01-10,PRD-STA-320-10,1/11/2026,454,441,14 min
LIN-PRS-01-7,PRD-BRK-220-7,11/1/2024,2106,1984,2.1 hrs
LIN-WLD-02-7,,1/24/2025,,,Line Maintenance
LIN-WLD-02-5,PRD-PLT-005-5,5/6/2026,1049,1019,39 min
LIN-WLD-01-10,PRD-CHS-010-10,3/20/2026,967,895,71 mins
LIN-CNC-02-10,PRD-FLG-880-10,11/8/2024,2239,2224,0
LIN-EDR-01,PRD-STA-320,1/10/2026,342,340,11 min
LIN-CNC-01-9,PRD-FLG-880-9,1/9/2024,1923,1903,11 min
LIN-WLD-02-5,PRD-PLT-005-5,12/16/2025,781,754,15
LIN-CNC-01-3,PRD-VAL-101-3,9/18/2025,1900,1854,31
LIN-EDR-02,PRD-MOT-500,11/12/2024,1701,1657,110 mins
LIN-EDR-01-6,PRD-STA-320-6,9/17/2025,1206,1164,59
LIN-CNC-01-5,PRD-VAL-101-5,8/5/2025,2272,2128,26
LIN-EDR-02-5,PRD-MOT-500-5,5/15/2024,1683,1603,4
LIN-PNT-01-3,PRD-FLG-880-3,7/11/2024,3061,2782,11 min
LIN-PNT-01,PRD-HSG-450,11/1/2024,2335,2273,34 min
LIN-CNC-02,PRD-FLG-880,1/24/2024,1762,1613,41
LIN-WLD-01-4,PRD-CHS-010-4,11/6/2024,1034,1001,35 min
LIN-CNC-02-5,PRD-BRK-220-5,7/11/2025,2626,2545,96 mins
LIN-CNC-02-5,PRD-FLG-880-5,6/5/2024,1779,1633,13 min
LIN-CNC-01-8,PRD-VAL-101-8,4/29/2025,2155,1984,54
LIN-WLD-02,PRD-PLT-005,1/2/2025,764,724,184
LIN-CNC-01,PRD-FLG-880,5/6/2026,1847,1786,13
LIN-CNC-01-4,PRD-VAL-101-4,4/14/2025,2220,2187,41
LIN-CNC-02-5,PRD-FLG-880-5,10/2/2025,2620,2608,58 min
LIN-CNC-02-6,PRD-FLG-880-6,7/4/2024,2191,2069,5 min
LIN-WLD-02-8,PRD-CHS-010-8,11/17/2025,917,906,32
LIN-WLD-02-7,PRD-CHS-010-7,4/18/2025,1002,915,5
LIN-WLD-01-3,PRD-CHS-010-3,4/23/2026,1239,1201,78 mins
LIN-CNC-02-7,PRD-BRK-220-7,3/13/2024,1801,1644,3
LIN-PRS-01-3,PRD-PLT-005-3,9/30/2024,3300,3294,23 min
LIN-PRS-01-9,PRD-BRK-220-9,1/10/2024,3078,3008,44 min
LIN-PRS-01-10,PRD-BRK-220-10,2/12/2026,3067,3040,None
LIN-WLD-02-3,PRD-PLT-005-3,9/30/2024,1173,1146,53 min
LIN-CNC-02-2,PRD-BRK-220-2,5/4/2024,892,855,30
LIN-PNT-01-10,PRD-HSG-450-10,8/27/2025,3235,3134,54 min
LIN-CNC-02,,9/2/2024,,,Line Maintenance
LIN-EDR-02-4,PRD-MOT-500-4,4/2/2025,1036,1023,2.0 hrs
LIN-CNC-02,PRD-BRK-220,6/7/2024,2230,2178,23
LIN-PNT-01-10,PRD-FLG-880-10,6/19/2025,3673,3659,206
LIN-CNC-01-7,PRD-FLG-880-7,1/23/2025,1527,1479,31
LIN-EDR-02-4,PRD-MOT-500-4,12/5/2025,1547,1464,1.1 hrs
LIN-WLD-02-6,PRD-PLT-005-6,11/8/2024,1088,1027,39
LIN-WLD-02-3,PRD-CHS-010-3,6/9/2024,414,388,29 min
LIN-WLD-02-2,PRD-PLT-005-2,7/29/2025,877,873,112
LIN-CNC-01-8,PRD-FLG-880-8,11/19/2025,1969,1883,5 min
LIN-CNC-01-9,PRD-FLG-880-9,4/22/2024,1534,1513,114
LIN-EDR-01,PRD-STA-320,1/26/2026,1365,1348,1
LIN-CNC-02-3,PRD-FLG-880-3,6/23/2025,2419,2271,21 min
LIN-WLD-02-3,PRD-CHS-010-3,11/27/2025,909,878,None
LIN-WLD-02-4,PRD-CHS-010-4,2/22/2024,805,783,57
LIN-EDR-01-5,PRD-STA-320-5,1/2/2024,1354,1328,30
LIN-CNC-02-10,PRD-FLG-880-10,9/11/2025,1730,1709,9
LIN-WLD-01-7,PRD-CHS-010-7,3/15/2024,1021,995,1.0 hrs
LIN-WLD-02-5,PRD-PLT-005-5,12/19/2024,894,848,64
LIN-EDR-02-10,PRD-MOT-500-10,5/25/2025,506,492,15
LIN-PNT-01-3,PRD-HSG-450-3,6/27/2025,3504,3378,37
LIN-PRS-01-2,PRD-PLT-005-2,2/5/2024,2976,2533,47
LIN-PRS-01-8,PRD-BRK-220-8,6/17/2025,2679,2597,1
LIN-CNC-01-4,PRD-VAL-101-4,8/2/2024,2090,2054,-
LIN-PNT-01-6,PRD-FLG-880-6,3/14/2025,2271,2219,73
LIN-CNC-01-7,PRD-VAL-101-7,1/8/2026,1538,1511,127 mins
LIN-EDR-02-3,PRD-MOT-500-3,11/21/2024,1335,1297,1.9 hrs
LIN-EDR-02-2,PRD-MOT-500-2,11/29/2024,1672,1598,4
LIN-PNT-01-7,PRD-HSG-450-7,9/19/2025,3020,3008,147
LIN-CNC-01-8,PRD-FLG-880-8,7/25/2024,1873,1784,38
LIN-CNC-02-10,PRD-BRK-220-10,4/28/2026,2203,2102,9
LIN-CNC-02-2,PRD-FLG-880-2,6/8/2026,2113,1977,36
LIN-PRS-01-6,PRD-PLT-005-6,11/18/2025,3725,3551,4.2 hrs
LIN-EDR-02-4,PRD-MOT-500-4,1/15/2024,1200,1185,8
LIN-CNC-01-8,PRD-FLG-880-8,3/18/2026,2001,1904,1 min
LIN-WLD-02-3,PRD-PLT-005-3,5/8/2025,967,951,1 min
LIN-CNC-01-8,PRD-VAL-101-8,4/19/2024,2122,2104,14
LIN-CNC-01-5,PRD-VAL-101-5,9/13/2024,1802,1702,39
LIN-CNC-02-2,PRD-FLG-880-2,1/16/2024,2418,2282,23
LIN-PRS-01-5,PRD-BRK-220-5,12/1/2025,3553,3406,123 mins
LIN-EDR-01-2,PRD-STA-320-2,9/1/2024,432,418,126
LIN-PNT-01-9,PRD-FLG-880-9,3/7/2025,3058,2911,7
LIN-EDR-01-4,PRD-STA-320-4,7/10/2024,1243,1180,17
LIN-PRS-01,PRD-PLT-005,1/3/2026,1104,1037,2
LIN-EDR-01,PRD-STA-320,9/10/2025,1593,1462,119 mins
LIN-CNC-02-8,PRD-FLG-880-8,6/1/2024,893,805,17 min
LIN-WLD-02-4,PRD-CHS-010-4,7/18/2025,1400,1323,17
LIN-EDR-01-6,PRD-STA-320-6,7/8/2025,1450,1342,22
LIN-PRS-01-3,PRD-BRK-220-3,5/26/2024,1054,1035,4.5 hrs
LIN-PNT-01-3,PRD-HSG-450-3,11/9/2025,853,808,2 min
LIN-WLD-02-4,PRD-PLT-005-4,12/10/2025,1015,959,2
LIN-EDR-02,PRD-MOT-500,1/21/2026,1413,1322,114
LIN-EDR-02-6,PRD-MOT-500-6,5/16/2024,1298,1271,23
LIN-PRS-01-9,PRD-PLT-005-9,10/18/2024,3727,3536,1 min
LIN-PRS-01-9,PRD-BRK-220-9,6/12/2025,2985,2895,7
LIN-EDR-01-6,PRD-STA-320-6,3/26/2025,1599,1496,25 min
LIN-PNT-01-8,PRD-HSG-450-8,11/25/2024,3155,2956,2.2 hrs
LIN-WLD-02,PRD-CHS-010,1/22/2025,1095,1031,19 min
LIN-CNC-02-6,PRD-BRK-220-6,4/23/2025,2333,2302,39
LIN-CNC-01-10,PRD-FLG-880-10,3/31/2026,1781,1756,12
LIN-WLD-01-10,PRD-CHS-010-10,1/20/2026,947,905,69
LIN-PNT-01-3,PRD-HSG-450-3,6/11/2025,2435,2396,55
LIN-PRS-01-4,PRD-BRK-220-4,10/9/2024,3156,3094,8
LIN-WLD-02-10,PRD-CHS-010-10,9/29/2025,1313,1240,31
LIN-EDR-01,PRD-STA-320,4/9/2025,1207,1199,1
LIN-CNC-01-10,PRD-VAL-101-10,10/7/2024,1330,1298,26
LIN-CNC-02-5,PRD-BRK-220-5,10/18/2024,3017,2960,11 min
LIN-CNC-01-9,PRD-VAL-101-9,9/18/2024,2301,2289,133 mins
LIN-PNT-01-4,PRD-HSG-450-4,5/11/2024,701,676,9
LIN-PRS-01-5,PRD-BRK-220-5,11/1/2025,1018,991,14 min
LIN-CNC-01-4,PRD-FLG-880-4,5/26/2025,1666,1577,53 min
LIN-WLD-01-8,PRD-CHS-010-8,8/11/2025,851,836,161 mins
LIN-CNC-02-8,PRD-FLG-880-8,1/15/2026,2400,2302,27
LIN-CNC-01-5,PRD-FLG-880-5,11/5/2025,1524,1401,77
LIN-CNC-02-8,PRD-BRK-220-8,2/28/2024,2540,2488,None
LIN-PNT-01,PRD-HSG-450,1/7/2026,2742,2711,54 min
LIN-CNC-01-6,PRD-FLG-880-6,5/15/2026,1896,1851,16 min
LIN-EDR-02-7,PRD-MOT-500-7,2/7/2025,1021,984,120 mins
LIN-WLD-01-3,PRD-CHS-010-3,8/22/2025,1028,1016,50
LIN-PNT-01-5,PRD-HSG-450-5,10/22/2025,2755,2711,1.1 hrs
LIN-EDR-01-9,PRD-STA-320-9,11/1/2024,1350,1332,5
LIN-EDR-02-3,PRD-MOT-500-3,5/4/2026,1376,1318,5 min
LIN-CNC-02-9,PRD-FLG-880-9,1/28/2025,2617,2514,21
LIN-EDR-01-7,PRD-STA-320-7,12/11/2025,1425,1382,10 min
LIN-WLD-01-6,PRD-CHS-010-6,5/6/2025,1189,1112,3.5 hrs
LIN-WLD-02-7,PRD-PLT-005-7,12/10/2025,1380,1316,30 min
LIN-WLD-02-8,PRD-CHS-010-8,6/6/2025,1067,972,19 min
LIN-EDR-01-7,PRD-STA-320-7,9/30/2024,1636,1531,36
LIN-CNC-01-10,PRD-FLG-880-10,7/2/2025,1654,1554,70 mins
LIN-CNC-02-8,PRD-FLG-880-8,12/9/2025,2119,2032,97 mins
LIN-CNC-02-6,PRD-BRK-220-6,11/21/2025,1840,1803,3 min
LIN-EDR-02-6,PRD-MOT-500-6,7/10/2024,1011,990,8
LIN-PRS-01-4,PRD-PLT-005-4,5/27/2025,3902,3748,71
LIN-WLD-02-10,PRD-CHS-010-10,1/25/2024,1157,1150,1
LIN-WLD-02-7,PRD-PLT-005-7,3/4/2026,1111,1103,33
LIN-CNC-01-4,PRD-FLG-880-4,1/9/2024,1696,1672,2.3 hrs
LIN-EDR-01-8,PRD-STA-320-8,2/2/2026,1388,1345,25
LIN-CNC-01-8,PRD-VAL-101-8,2/27/2024,2090,1925,18
LIN-PRS-01-8,PRD-BRK-220-8,11/10/2025,2875,2728,13 min
LIN-PNT-01-8,PRD-FLG-880-8,1/12/2024,3328,3150,17
LIN-CNC-01-6,PRD-VAL-101-6,10/15/2024,1981,1909,34 min
LIN-PNT-01-10,PRD-HSG-450-10,3/26/2024,3023,2950,9
LIN-EDR-01-9,PRD-STA-320-9,3/11/2024,1267,1243,38 min
LIN-PNT-01-4,PRD-HSG-450-4,4/2/2026,3082,3007,145 mins
LIN-PRS-01-10,PRD-PLT-005-10,2/23/2026,2890,2599,3.1 hrs
LIN-WLD-02-7,PRD-CHS-010-7,11/6/2024,1017,961,26 min
LIN-PNT-01,PRD-FLG-880,3/6/2025,3121,3007,33
LIN-WLD-02-2,PRD-PLT-005-2,4/20/2026,1124,1043,5
LIN-WLD-02-7,PRD-PLT-005-7,5/29/2024,1351,1321,251
LIN-CNC-02-3,PRD-BRK-220-3,3/13/2026,2216,2073,2
LIN-CNC-01-8,PRD-VAL-101-8,1/6/2026,1880,1841,47
LIN-PRS-01-6,PRD-PLT-005-6,12/14/2024,941,916,7
LIN-EDR-01-9,PRD-STA-320-9,11/28/2024,953,933,31
LIN-CNC-02-6,PRD-FLG-880-6,6/12/2025,2465,2397,81 mins
LIN-CNC-01,PRD-VAL-101,2/18/2025,2401,2354,4.6 hrs
LIN-CNC-02-2,PRD-BRK-220-2,5/5/2025,2200,2161,23 min
LIN-WLD-01,PRD-CHS-010,5/29/2024,729,705,12 min
LIN-CNC-02-3,PRD-FLG-880-3,2/17/2025,1693,1535,34 min
LIN-WLD-02,PRD-PLT-005,4/15/2025,944,882,206
LIN-CNC-02-2,PRD-BRK-220-2,3/11/2025,2215,2180,95
LIN-WLD-02-5,PRD-PLT-005-5,8/12/2025,1062,1032,43 min
LIN-PRS-01-6,PRD-PLT-005-6,12/26/2025,3598,3519,33 min
LIN-CNC-02-8,PRD-FLG-880-8,1/29/2026,2177,2156,4 min
LIN-WLD-02-6,PRD-CHS-010-6,2/13/2026,1177,1070,19
LIN-WLD-02-2,PRD-CHS-010-2,7/18/2025,1205,1187,39 min
LIN-CNC-01-8,PRD-VAL-101-8,8/7/2025,1879,1780,109
LIN-WLD-02-3,PRD-PLT-005-3,6/13/2026,301,291,19
LIN-CNC-02-9,PRD-BRK-220-9,4/28/2026,2803,2768,7 min
LIN-CNC-02-6,PRD-FLG-880-6,2/25/2025,2319,2144,18 min
LIN-WLD-01-10,PRD-CHS-010-10,4/21/2025,671,641,110
LIN-PRS-01-3,PRD-PLT-005-3,4/29/2025,2718,2684,None
LIN-CNC-01-5,PRD-FLG-880-5,6/6/2025,1408,1372,28
LIN-EDR-01-10,PRD-STA-320-10,7/10/2025,1560,1531,10
LIN-CNC-02-8,PRD-FLG-880-8,3/10/2024,578,551,28
LIN-PRS-01-5,PRD-BRK-220-5,12/13/2024,2269,2060,82 mins
LIN-EDR-02-10,PRD-MOT-500-10,2/27/2024,1405,1323,109 mins
LIN-CNC-02-4,PRD-BRK-220-4,10/31/2024,2219,1973,82 mins
LIN-EDR-01-5,PRD-STA-320-5,4/4/2024,951,943,27 min
LIN-CNC-02,PRD-BRK-220,6/30/2026,2297,2223,102
LIN-PRS-01-5,PRD-PLT-005-5,10/17/2024,4131,4034,8 min
LIN-WLD-02-6,PRD-PLT-005-6,6/23/2024,307,304,1.1 hrs
LIN-CNC-02-6,PRD-FLG-880-6,5/15/2024,2089,2040,30
LIN-CNC-02-4,PRD-FLG-880-4,2/8/2024,2115,2038,47 min
LIN-WLD-01,PRD-CHS-010,7/29/2024,828,790,13 min
LIN-EDR-01-4,PRD-STA-320-4,10/23/2025,1429,1366,51 min
LIN-PRS-01-9,PRD-PLT-005-9,5/22/2024,3317,3220,130 mins
LIN-PNT-01-2,PRD-HSG-450-2,1/14/2026,1987,1915,12
LIN-CNC-01-7,PRD-FLG-880-7,7/23/2025,1464,1460,16
LIN-EDR-01-7,PRD-STA-320-7,1/7/2025,1355,1264,74
LIN-CNC-02-7,PRD-BRK-220-7,10/3/2025,3033,2975,10 min
LIN-CNC-01-8,PRD-FLG-880-8,8/13/2024,2333,2283,2
LIN-CNC-01,PRD-VAL-101,10/12/2024,670,658,28 min
LIN-WLD-02-10,PRD-CHS-010-10,12/24/2024,1254,1214,12
LIN-CNC-02-4,PRD-BRK-220-4,10/8/2025,2034,1944,5 min
LIN-WLD-02-3,PRD-CHS-010-3,6/8/2026,1216,1199,49 min
LIN-PNT-01-3,PRD-HSG-450-3,1/11/2024,3604,3427,38 min
LIN-CNC-01-7,PRD-FLG-880-7,3/31/2025,1359,1325,32
LIN-PRS-01-7,PRD-BRK-220-7,1/2/2025,2293,2193,2.2 hrs
LIN-CNC-02-5,PRD-FLG-880-5,1/27/2025,2363,2321,36
LIN-EDR-01-7,PRD-STA-320-7,6/11/2026,1265,1251,33
LIN-CNC-02-3,PRD-FLG-880-3,3/25/2024,3232,3156,36 min
LIN-EDR-02-7,PRD-MOT-500-7,2/6/2025,1546,1490,1.1 hrs
LIN-CNC-02-8,PRD-BRK-220-8,9/3/2024,2549,2507,16 min
LIN-WLD-01,PRD-CHS-010,5/11/2026,1015,977,12
LIN-WLD-02-3,PRD-PLT-005-3,4/24/2025,851,806,152 mins
